bill_id,bill_type,subjects_top_term,enacted_as
s514-115,s,Armed forces and national security,0
s3484-115,s,Government operations and politics,0
s2556-115,s,Transportation and public works,0
s726-115,s,Armed forces and national security,0
s64-115,s,Health,0
s987-115,s,Energy,0
s3219-115,s,Labor and employment,0
s389-115,s,Taxation,0
s1318-115,s,Transportation and public works,0
s1916-115,s,Crime and law enforcement,0
s2569-115,s,Agriculture and food,0
s719-115,s,"Science, technology, communications",0
s3689-115,s,,0
s973-115,s,Public lands and natural resources,0
s1788-115,s,Taxation,0
s2931-115,s,Health,0
s1775-115,s,Armed forces and national security,0
s3022-115,s,Foreign trade and international finance,0
s380-115,s,Finance and financial sector,0
s3210-115,s,Environmental protection,0
s1547-115,s,Government operations and politics,0
s3674-115,s,Taxation,0
s1123-115,s,Crime and law enforcement,0
s1311-115,s,Crime and law enforcement,0
s2594-115,s,Taxation,0
s3446-115,s,Education,0
s2752-115,s,Congress,0
s3680-115,s,Health,0
s522-115,s,Government operations and politics,0
s52-115,s,Immigration,0
s2560-115,s,Water resources development,0
s710-115,s,Energy,0
s1781-115,s,Crime and law enforcement,0
s2104-115,s,Armed forces and national security,0
s2938-115,s,Transportation and public works,0
s374-115,s,Commerce,0
s2336-115,s,Armed forces and national security,0
s146-115,s,Immigration,0
s3479-115,s,Armed forces and national security,1
s99-115,s,Public lands and natural resources,0
s1920-115,s,Government operations and politics,0
s2799-115,s,Armed forces and national security,0
s1578-115,s,Immigration,0
s1-115,s,Taxation,0
s945-115,s,Education,0
s2309-115,s,Economics and public finance,0
s179-115,s,Immigration,0
s2907-115,s,Public lands and natural resources,0
s2331-115,s,Environmental protection,0
s141-115,s,"Science, technology, communications",0
s1786-115,s,Finance and financial sector,0
s2103-115,s,Health,0
s373-115,s,Armed forces and national security,0
s55-115,s,Public lands and natural resources,0
s2567-115,s,Health,0
s717-115,s,Crime and law enforcement,1
s2755-115,s,Government operations and politics,0
s3687-115,s,Health,0
s525-115,s,Government operations and politics,0
s1316-115,s,Armed forces and national security,0
s2593-115,s,Government operations and politics,0
s3441-115,s,Transportation and public works,0
s3673-115,s,"Science, technology, communications",0
s1918-115,s,Crime and law enforcement,0
s1124-115,s,Crime and law enforcement,0
s3217-115,s,Education,0
s989-115,s,Health,0
s1540-115,s,Taxation,0
s1772-115,s,Congress,0
s3025-115,s,Agriculture and food,0
s387-115,s,Finance and financial sector,0
s2558-115,s,Public lands and natural resources,0
s728-115,s,Energy,0
s2900-115,s,Health,0
s6-115,s,Taxation,0
s942-115,s,International affairs,0
s3228-115,s,Taxation,0
s1927-115,s,Education,0
s1329-115,s,Economics and public finance,0
s1389-115,s,Finance and financial sector,0
s1987-115,s,Public lands and natural resources,0
s3288-115,s,Crime and law enforcement,0
s916-115,s,Health,0
s2954-115,s,Armed forces and national security,0
s318-115,s,Crime and law enforcement,0
s2168-115,s,Armed forces and national security,0
s1719-115,s,Foreign trade and international finance,0
s788-115,s,Armed forces and national security,0
s3618-115,s,Energy,0
s1973-115,s,Government operations and politics,0
s327-115,s,Finance and financial sector,1
s3085-115,s,Government operations and politics,0
s2157-115,s,Health,0
s115-115,s,Armed forces and national security,0
s929-115,s,Commerce,0
s2365-115,s,International affairs,0
s1184-115,s,Government operations and politics,0
s571-115,s,Public lands and natural resources,0
s2701-115,s,Emergency management,0
s743-115,s,Housing and community development,0
s2533-115,s,Health,0
s1170-115,s,International affairs,0
s585-115,s,Government operations and politics,1
s3627-115,s,,0
s3415-115,s,,0
s1342-115,s,Taxation,0
s3071-115,s,Congress,0
s1726-115,s,Finance and financial sector,0
s1514-115,s,Animals,0
s3243-115,s,International affairs,0
s2391-115,s,Government operations and politics,0
s1148-115,s,Health,0
s1974-115,s,Taxation,0
s3049-115,s,Government operations and politics,0
s2953-115,s,Finance and financial sector,0
s911-115,s,Transportation and public works,0
s549-115,s,Immigration,0
s2739-115,s,Health,0
s1980-115,s,Taxation,0
s39-115,s,Native Americans,0
s1513-115,s,Environmental protection,0
s3244-115,s,Government operations and politics,0
s2396-115,s,Energy,0
s2998-115,s,Armed forces and national security,0
s3076-115,s,Emergency management,0
s1721-115,s,Armed forces and national security,0
s3412-115,s,Taxation,0
s1345-115,s,Transportation and public works,0
s1177-115,s,International affairs,0
s582-115,s,Government operations and politics,0
s3620-115,s,Armed forces and national security,0
s744-115,s,Finance and financial sector,0
s2534-115,s,Education,0
s1183-115,s,Health,0
s576-115,s,Government operations and politics,0
s2706-115,s,Emergency management,0
s112-115,s,Armed forces and national security,0
s2362-115,s,Finance and financial sector,0
s320-115,s,Transportation and public works,0
s3082-115,s,Labor and employment,0
s2150-115,s,Commerce,0
s2991-115,s,"Science, technology, communications",0
s1728-115,s,Crime and law enforcement,0
s1942-115,s,Native Americans,0
s3629-115,s,Health,0
s329-115,s,Crime and law enforcement,0
s2965-115,s,"Science, technology, communications",0
s2159-115,s,Congress,0
s927-115,s,Commerce,0
s1373-115,s,Public lands and natural resources,0
s786-115,s,Health,0
s3424-115,s,Government operations and politics,0
s3616-115,s,Crime and law enforcement,0
s1141-115,s,International affairs,1
s3272-115,s,International affairs,0
s1525-115,s,Education,0
s1717-115,s,Crime and law enforcement,0
s2192-115,s,Immigration,0
s3040-115,s,Finance and financial sector,0
s124-115,s,Commerce,0
s2354-115,s,Public lands and natural resources,0
s918-115,s,Economics and public finance,0
s3286-115,s,Health,0
s316-115,s,Energy,0
s2166-115,s,Public lands and natural resources,0
s1387-115,s,Armed forces and national security,0
s30-115,s,Crime and law enforcement,0
s772-115,s,Crime and law enforcement,1
s2502-115,s,Crime and law enforcement,0
s540-115,s,Taxation,0
s2730-115,s,Health,0
s1989-115,s,Government operations and politics,0
s920-115,s,Health,1
s2962-115,s,International affairs,0
s578-115,s,Government operations and politics,0
s2708-115,s,Health,0
s1179-115,s,Armed forces and national security,0
s1945-115,s,Crime and law enforcement,0
s2398-115,s,Armed forces and national security,0
s2996-115,s,Emergency management,0
s3078-115,s,"Science, technology, communications",0
s547-115,s,Commerce,0
s2737-115,s,Education,0
s1380-115,s,Armed forces and national security,0
s37-115,s,Immigration,0
s775-115,s,Immigration,0
s2505-115,s,Taxation,0
s311-115,s,Health,0
s2161-115,s,Crime and law enforcement,0
s123-115,s,"Science, technology, communications",0
s2353-115,s,International affairs,0
s3281-115,s,Crime and law enforcement,0
s1710-115,s,Taxation,0
s2195-115,s,Law,0
s3047-115,s,Crime and law enforcement,0
s3275-115,s,International affairs,0
s1522-115,s,Public lands and natural resources,0
s3611-115,s,Taxation,0
s1146-115,s,Commerce,0
s1374-115,s,Crime and law enforcement,0
s781-115,s,Health,0
s3423-115,s,Education,0
s3672-115,s,,0
s1125-115,s,Education,0
s1919-115,s,Public lands and natural resources,0
s1317-115,s,Health,0
s2592-115,s,Government operations and politics,0
s3440-115,s,Commerce,0
s1773-115,s,Agriculture and food,0
s386-115,s,Government operations and politics,0
s3024-115,s,Armed forces and national security,0
s3216-115,s,Native Americans,0
s988-115,s,Taxation,0
s1541-115,s,Crime and law enforcement,0
s1787-115,s,"Science, technology, communications",0
s372-115,s,Foreign trade and international finance,0
s2102-115,s,Public lands and natural resources,0
s140-115,s,Native Americans,1
s2330-115,s,Economics and public finance,0
s524-115,s,Taxation,0
s2754-115,s,Education,0
s3686-115,s,Education,0
s54-115,s,Immigration,0
s716-115,s,Economics and public finance,0
s2566-115,s,Foreign trade and international finance,0
s3229-115,s,International affairs,0
s1328-115,s,"Civil rights and liberties, minority issues",0
s1926-115,s,Water resources development,0
s729-115,s,Public lands and natural resources,0
s2559-115,s,Commerce,1
s7-115,s,"Science, technology, communications",0
s943-115,s,Native Americans,0
s2901-115,s,Health,0
s53-115,s,"Science, technology, communications",0
s711-115,s,Taxation,0
s2561-115,s,Crime and law enforcement,0
s523-115,s,Health,0
s2753-115,s,Labor and employment,0
s3681-115,s,Agriculture and food,0
s147-115,s,Health,0
s2337-115,s,Public lands and natural resources,0
s1780-115,s,International affairs,0
s375-115,s,Environmental protection,0
s2939-115,s,Crime and law enforcement,0
s2105-115,s,Armed forces and national security,0
s3211-115,s,Crime and law enforcement,0
s1546-115,s,Health,0
s1774-115,s,Labor and employment,0
s381-115,s,Native Americans,0
s3023-115,s,Economics and public finance,0
s1310-115,s,Finance and financial sector,0
s2595-115,s,International affairs,0
s3447-115,s,Armed forces and national security,0
s3675-115,s,Government operations and politics,0
s1122-115,s,Labor and employment,0
s2906-115,s,Armed forces and national security,0
s178-115,s,Crime and law enforcement,1
s2308-115,s,Foreign trade and international finance,0
s944-115,s,Taxation,0
s1921-115,s,Agriculture and food,0
s2798-115,s,Armed forces and national security,0
s3478-115,s,Armed forces and national security,0
s98-115,s,Economics and public finance,0
s1579-115,s,Finance and financial sector,0
s9-115,s,"Science, technology, communications",0
s1584-115,s,Government operations and politics,0
s171-115,s,"Science, technology, communications",0
s2301-115,s,Health,0
s343-115,s,Native Americans,0
s2133-115,s,Agriculture and food,0
s727-115,s,Immigration,0
s3485-115,s,Health,0
s2557-115,s,Agriculture and food,0
s65-115,s,Government operations and politics,0
s515-115,s,Commerce,0
s2765-115,s,Finance and financial sector,0
s3471-115,s,"Science, technology, communications",0
s1326-115,s,Finance and financial sector,0
s91-115,s,Native Americans,0
s1114-115,s,"Civil rights and liberties, minority issues",0
s1928-115,s,International affairs,0
s3643-115,s,Transportation and public works,0
s2791-115,s,Education,0
s1570-115,s,Government operations and politics,0
s185-115,s,Education,0
s3227-115,s,Immigration,0
s3015-115,s,Environmental protection,0
s1742-115,s,Health,0
s3688-115,s,,0
s718-115,s,Education,0
s2568-115,s,Taxation,0
s1789-115,s,Armed forces and national security,0
s2930-115,s,Congress,0
s972-115,s,International affairs,0
s388-115,s,,0
s986-115,s,Health,0
s3218-115,s,Labor and employment,0
s1917-115,s,Crime and law enforcement,0
s1319-115,s,Armed forces and national security,0
s3012-115,s,Environmental protection,0
s1745-115,s,Public lands and natural resources,0
s1577-115,s,Government operations and politics,0
s182-115,s,Law,0
s3220-115,s,Taxation,0
s1113-115,s,Health,0
s3644-115,s,,0
s2796-115,s,Armed forces and national security,0
s3476-115,s,International affairs,0
s1321-115,s,Labor and employment,0
s96-115,s,"Science, technology, communications",1
s512-115,s,Energy,0
s2762-115,s,Agriculture and food,0
s720-115,s,Foreign trade and international finance,0
s3482-115,s,Health,0
s2550-115,s,Government operations and politics,0
s62-115,s,Public lands and natural resources,0
s2908-115,s,Health,0
s344-115,s,Taxation,0
s2134-115,s,Armed forces and national security,0
s1583-115,s,Government operations and politics,0
s176-115,s,Labor and employment,0
s2306-115,s,Education,0
s3449-115,s,Taxation,0
s1910-115,s,Finance and financial sector,0
s981-115,s,Energy,0
s1548-115,s,Public lands and natural resources,0
s149-115,s,Education,0
s975-115,s,Taxation,0
s2339-115,s,Economics and public finance,0
s2937-115,s,Immigration,0
s1944-115,s,Social welfare,0
s1178-115,s,International affairs,0
s3079-115,s,Health,0
s2997-115,s,Agriculture and food,0
s2399-115,s,Finance and financial sector,0
s2963-115,s,International affairs,0
s921-115,s,Finance and financial sector,0
s2709-115,s,Crime and law enforcement,0
s579-115,s,Government operations and politics,0
s3274-115,s,Government operations and politics,0
s1523-115,s,Government operations and politics,0
s1711-115,s,Energy,0
s2194-115,s,Environmental protection,0
s3046-115,s,Native Americans,0
s1375-115,s,Public lands and natural resources,0
s3422-115,s,Energy,0
s780-115,s,Crime and law enforcement,0
s3610-115,s,Health,0
s1147-115,s,Health,0
s36-115,s,Immigration,0
s1381-115,s,Armed forces and national security,0
s2504-115,s,"Science, technology, communications",0
s774-115,s,Health,0
s2736-115,s,International affairs,0
s546-115,s,Public lands and natural resources,0
s2352-115,s,Environmental protection,0
s3280-115,s,Native Americans,0
s122-115,s,Taxation,0
s2160-115,s,Public lands and natural resources,0
s310-115,s,Housing and community development,0
s926-115,s,Public lands and natural resources,0
s2158-115,s,Armed forces and national security,0
s2964-115,s,Agriculture and food,0
s328-115,s,Crime and law enforcement,0
s2990-115,s,Animals,0
s1729-115,s,Health,0
s1943-115,s,Foreign trade and international finance,0
s3628-115,s,Finance and financial sector,0
s2167-115,s,Foreign trade and international finance,0
s317-115,s,Government operations and politics,0
s919-115,s,Government operations and politics,0
s2355-115,s,Government operations and politics,0
s3287-115,s,Public lands and natural resources,0
s125-115,s,Environmental protection,0
s2731-115,s,Government operations and politics,0
s541-115,s,Agriculture and food,0
s1988-115,s,"Science, technology, communications",0
s31-115,s,Energy,0
s1386-115,s,Labor and employment,0
s2503-115,s,Energy,0
s773-115,s,Taxation,0
s3617-115,s,,0
s1140-115,s,Government operations and politics,0
s1372-115,s,Health,0
s3425-115,s,International affairs,0
s787-115,s,Health,0
s1716-115,s,Taxation,0
s2193-115,s,Armed forces and national security,0
s3041-115,s,Emergency management,0
s3273-115,s,Transportation and public works,0
s1524-115,s,Crime and law enforcement,0
s910-115,s,"Civil rights and liberties, minority issues",0
s2952-115,s,Congress,0
s38-115,s,Labor and employment,0
s2738-115,s,Transportation and public works,0
s548-115,s,Taxation,0
s1981-115,s,Energy,0
s1975-115,s,Public lands and natural resources,0
s1149-115,s,Native Americans,0
s3048-115,s,Health,0
s1182-115,s,Finance and financial sector,1
s2707-115,s,Health,0
s577-115,s,Government operations and politics,0
s2535-115,s,Crime and law enforcement,0
s745-115,s,Crime and law enforcement,0
s3083-115,s,Education,0
s2151-115,s,Energy,0
s321-115,s,Taxation,0
s2363-115,s,Housing and community development,0
s113-115,s,Armed forces and national security,0
s3077-115,s,Labor and employment,0
s2999-115,s,Armed forces and national security,0
s1720-115,s,Immigration,0
s1512-115,s,Environmental protection,0
s3245-115,s,Public lands and natural resources,0
s2397-115,s,Government operations and politics,0
s1176-115,s,Education,0
s3621-115,s,Taxation,0
s583-115,s,Crime and law enforcement,1
s3413-115,s,Education,0
s1344-115,s,Housing and community development,0
s1718-115,s,Finance and financial sector,0
s3619-115,s,Health,0
s1972-115,s,Energy,0
s789-115,s,Environmental protection,0
s1986-115,s,Native Americans,0
s1388-115,s,Armed forces and national security,0
s2169-115,s,Education,0
s319-115,s,Armed forces and national security,0
s2955-115,s,"Science, technology, communications",0
s3289-115,s,Foreign trade and international finance,0
s917-115,s,Armed forces and national security,0
s3414-115,s,Government operations and politics,1
s1343-115,s,Taxation,0
s1171-115,s,International affairs,0
s3626-115,s,Education,0
s584-115,s,Government operations and politics,0
s1515-115,s,Armed forces and national security,0
s3242-115,s,Labor and employment,0
s2390-115,s,Labor and employment,0
s3070-115,s,Finance and financial sector,0
s1727-115,s,Armed forces and national security,0
s2364-115,s,Environmental protection,0
s928-115,s,Commerce,0
s114-115,s,Armed forces and national security,1
s3084-115,s,Immigration,0
s2156-115,s,Health,0
s326-115,s,Taxation,0
s2532-115,s,Education,0
s742-115,s,"Science, technology, communications",0
s1185-115,s,Crime and law enforcement,0
s2700-115,s,Health,0
s570-115,s,"Science, technology, communications",0
s630-115,s,Immigration,0
s2440-115,s,Crime and law enforcement,0
s3592-115,s,Health,0
s402-115,s,Congress,0
s2672-115,s,Armed forces and national security,0
s1493-115,s,Native Americans,0
s2216-115,s,Emergency management,0
s2818-115,s,Finance and financial sector,0
s254-115,s,Native Americans,0
s2024-115,s,Taxation,0
s1467-115,s,Armed forces and national security,0
s3330-115,s,Health,0
s3102-115,s,Taxation,0
s1655-115,s,Economics and public finance,0
s3566-115,s,Taxation,0
s1231-115,s,Government operations and politics,0
s1003-115,s,Health,0
s2686-115,s,Crime and law enforcement,0
s3754-115,s,,0
s2827-115,s,Environmental protection,0
s865-115,s,Environmental protection,0
s2229-115,s,Public lands and natural resources,0
s1800-115,s,Armed forces and national security,0
s3559-115,s,Taxation,0
s891-115,s,Government operations and politics,0
s1458-115,s,Crime and law enforcement,0
s1004-115,s,Education,0
s1838-115,s,Labor and employment,0
s2681-115,s,Taxation,0
s3753-115,s,Congress,0
s3561-115,s,Armed forces and national security,0
s1236-115,s,Crime and law enforcement,0
s3105-115,s,Health,0
s1652-115,s,Labor and employment,0
s1460-115,s,Energy,0
s3337-115,s,Health,0
s253-115,s,Health,0
s2023-115,s,Transportation and public works,0
s1494-115,s,Native Americans,0
s2211-115,s,Crime and law enforcement,0
s405-115,s,Taxation,0
s2675-115,s,Taxation,0
s637-115,s,Health,0
s2447-115,s,Energy,0
s3595-115,s,Taxation,0
s3308-115,s,Education,0
s896-115,s,Public lands and natural resources,0
s298-115,s,Government operations and politics,0
s1209-115,s,Armed forces and national security,0
s1807-115,s,Health,0
s608-115,s,Immigration,0
s2478-115,s,Taxation,0
s3798-115,s,,0
s862-115,s,Labor and employment,0
s1699-115,s,International affairs,0
s2820-115,s,Taxation,0
s1664-115,s,Transportation and public works,0
s291-115,s,Armed forces and national security,0
s3133-115,s,Energy,0
s3301-115,s,Transportation and public works,0
s1456-115,s,"Civil rights and liberties, minority issues",0
s3765-115,s,,0
s1032-115,s,Public lands and natural resources,0
s1200-115,s,Government operations and politics,0
s3557-115,s,Labor and employment,0
s2485-115,s,Armed forces and national security,0
s433-115,s,,0
s3791-115,s,,0
s2643-115,s,Environmental protection,0
s601-115,s,Education,0
s2471-115,s,Crime and law enforcement,0
s1690-115,s,Education,0
s265-115,s,Government operations and politics,0
s2829-115,s,Finance and financial sector,0
s2015-115,s,Public lands and natural resources,0
s2227-115,s,Health,0
s3568-115,s,Health,0
s1831-115,s,Housing and community development,0
s2688-115,s,Taxation,0
s1469-115,s,Taxation,0
s2218-115,s,Public lands and natural resources,0
s854-115,s,Labor and employment,0
s2816-115,s,Finance and financial sector,0
s2220-115,s,Transportation and public works,0
s1697-115,s,International affairs,0
s262-115,s,Taxation,0
s2012-115,s,Native Americans,0
s606-115,s,Taxation,0
s2476-115,s,Health,0
s434-115,s,Taxation,0
s3796-115,s,,0
s2644-115,s,Crime and law enforcement,0
s1207-115,s,Environmental protection,0
s3550-115,s,Public lands and natural resources,0
s2482-115,s,Crime and law enforcement,0
s3762-115,s,Education,0
s1035-115,s,Labor and employment,0
s1809-115,s,Transportation and public works,0
s898-115,s,Immigration,0
s3306-115,s,Crime and law enforcement,0
s1451-115,s,Transportation and public works,0
s1663-115,s,Taxation,0
s296-115,s,Law,0
s3134-115,s,Environmental protection,0
s639-115,s,Housing and community development,0
s2449-115,s,Labor and employment,0
s2811-115,s,Public lands and natural resources,0
s853-115,s,International affairs,0
s3339-115,s,Law,0
s1836-115,s,Armed forces and national security,0
s1238-115,s,Taxation,0
s1298-115,s,Transportation and public works,0
s1896-115,s,Transportation and public works,0
s807-115,s,Commerce,0
s3399-115,s,Transportation and public works,0
s2079-115,s,Government operations and politics,0
s209-115,s,Law,0
s2845-115,s,Labor and employment,0
s1608-115,s,Congress,0
s699-115,s,Armed forces and national security,0
s3709-115,s,Congress,0
s1862-115,s,International affairs,0
s2046-115,s,Government operations and politics,0
s3194-115,s,Health,0
s236-115,s,Taxation,0
s2274-115,s,Government operations and politics,0
s838-115,s,Finance and financial sector,0
s1095-115,s,Public lands and natural resources,0
s2610-115,s,Health,0
s460-115,s,,0
s2422-115,s,Transportation and public works,0
s652-115,s,Health,1
s1061-115,s,Commerce,0
s3736-115,s,Law,0
s494-115,s,Government operations and politics,0
s3504-115,s,Taxation,0
s1253-115,s,"Science, technology, communications",0
s3160-115,s,Health,0
s1637-115,s,Government operations and politics,0
s1405-115,s,Transportation and public works,0
s2280-115,s,Armed forces and national security,0
s3352-115,s,Transportation and public works,0
s1865-115,s,Government operations and politics,0
s1059-115,s,Energy,0
s3158-115,s,Economics and public finance,0
s2842-115,s,Commerce,0
s800-115,s,Public lands and natural resources,0
s2628-115,s,Native Americans,0
s458-115,s,Native Americans,0
s1891-115,s,International affairs,0
s1402-115,s,Agriculture and food,0
s2287-115,s,Taxation,0
s3355-115,s,Armed forces and national security,0
s3167-115,s,Public lands and natural resources,0
s2889-115,s,Public lands and natural resources,0
s1630-115,s,Social welfare,0
s3503-115,s,,0
s1254-115,s,Taxation,0
s1066-115,s,Finance and financial sector,0
s3731-115,s,Housing and community development,0
s493-115,s,Armed forces and national security,0
s2425-115,s,Taxation,0
s655-115,s,Labor and employment,0
s1092-115,s,Crime and law enforcement,0
s2617-115,s,Transportation and public works,0
s467-115,s,Public lands and natural resources,0
s2273-115,s,Environmental protection,1
s2041-115,s,Emergency management,0
s3193-115,s,Public lands and natural resources,0
s231-115,s,"Civil rights and liberties, minority issues",0
s2880-115,s,Emergency management,0
s1639-115,s,Taxation,0
s1853-115,s,Commerce,0
s3738-115,s,Health,0
s2048-115,s,Taxation,0
s2874-115,s,Agriculture and food,0
s238-115,s,Armed forces and national security,0
s836-115,s,Finance and financial sector,0
s1262-115,s,Finance and financial sector,0
s3535-115,s,Education,0
s697-115,s,Taxation,0
s3707-115,s,Emergency management,0
s1050-115,s,Armed forces and national security,1
s3363-115,s,Health,0
s1434-115,s,Armed forces and national security,0
s1606-115,s,Health,0
s3151-115,s,Labor and employment,0
s2083-115,s,Transportation and public works,0
s3397-115,s,Public lands and natural resources,0
s809-115,s,Taxation,0
s2245-115,s,Immigration,1
s2077-115,s,Emergency management,0
s207-115,s,Crime and law enforcement,0
s1296-115,s,Armed forces and national security,0
s2413-115,s,Government operations and politics,0
s663-115,s,Armed forces and national security,0
s2621-115,s,Labor and employment,0
s451-115,s,Water resources development,0
s1898-115,s,Taxation,0
s831-115,s,Government operations and politics,1
s2873-115,s,Commerce,0
s2619-115,s,Agriculture and food,0
s469-115,s,Health,0
s1854-115,s,Crime and law enforcement,0
s1068-115,s,Taxation,0
s2289-115,s,Finance and financial sector,0
s3169-115,s,International affairs,0
s2887-115,s,Armed forces and national security,0
s2626-115,s,Health,0
s456-115,s,Health,0
s1291-115,s,Health,0
s2414-115,s,Public lands and natural resources,0
s664-115,s,Native Americans,0
s2070-115,s,Crime and law enforcement,0
s200-115,s,International affairs,0
s3390-115,s,Education,0
s2242-115,s,"Science, technology, communications",0
s1601-115,s,Housing and community development,0
s3156-115,s,Transportation and public works,0
s2084-115,s,Education,0
s3364-115,s,Taxation,0
s1433-115,s,International affairs,0
s3700-115,s,Social welfare,0
s1057-115,s,Environmental protection,0
s1265-115,s,Energy,0
s3532-115,s,Government operations and politics,0
s690-115,s,Commerce,0
s3763-115,s,,0
s1808-115,s,Education,0
s1034-115,s,Immigration,0
s1206-115,s,Environmental protection,0
s3551-115,s,Commerce,0
s2483-115,s,Education,0
s1662-115,s,Economics and public finance,0
s3135-115,s,Crime and law enforcement,0
s297-115,s,Health,0
s899-115,s,Armed forces and national security,1
s3307-115,s,Education,0
s1450-115,s,Transportation and public works,0
s1696-115,s,Energy,0
s2013-115,s,Finance and financial sector,0
s263-115,s,Environmental protection,0
s2221-115,s,Health,0
s3797-115,s,,0
s2645-115,s,Crime and law enforcement,0
s435-115,s,Families,0
s2477-115,s,Agriculture and food,0
s607-115,s,Native Americans,0
s3338-115,s,Health,0
s1239-115,s,Taxation,0
s1837-115,s,Taxation,0
s2448-115,s,Environmental protection,0
s638-115,s,Taxation,0
s852-115,s,Taxation,0
s2810-115,s,Labor and employment,0
s2470-115,s,Crime and law enforcement,0
s600-115,s,Emergency management,0
s3790-115,s,International affairs,0
s2642-115,s,Labor and employment,0
s432-115,s,Public lands and natural resources,0
s2226-115,s,Housing and community development,0
s1691-115,s,Government operations and politics,0
s2014-115,s,Commerce,0
s2828-115,s,Health,0
s264-115,s,Taxation,0
s3300-115,s,Crime and law enforcement,0
s1457-115,s,Energy,0
s1665-115,s,Public lands and natural resources,0
s3132-115,s,Crime and law enforcement,0
s290-115,s,Taxation,0
s1201-115,s,Health,0
s3556-115,s,Emergency management,0
s2484-115,s,Social welfare,0
s3764-115,s,,0
s1033-115,s,Public lands and natural resources,0
s2817-115,s,Finance and financial sector,0
s855-115,s,Labor and employment,0
s2219-115,s,Transportation and public works,0
s1830-115,s,Government operations and politics,0
s2689-115,s,Taxation,0
s3569-115,s,Finance and financial sector,0
s1468-115,s,Armed forces and national security,0
s1495-115,s,Native Americans,0
s2210-115,s,"Science, technology, communications",0
s2022-115,s,Health,0
s252-115,s,Health,0
s2446-115,s,Health,0
s3594-115,s,Government operations and politics,0
s636-115,s,Labor and employment,0
s2674-115,s,Taxation,0
s404-115,s,Health,0
s3560-115,s,Health,0
s1237-115,s,Finance and financial sector,0
s1839-115,s,Agriculture and food,0
s1005-115,s,Taxation,0
s2680-115,s,Health,0
s3752-115,s,,0
s1461-115,s,Armed forces and national security,0
s3336-115,s,International affairs,0
s3104-115,s,Agriculture and food,0
s1653-115,s,Health,0
s3799-115,s,"Science, technology, communications",0
s2479-115,s,Agriculture and food,0
s609-115,s,Armed forces and national security,0
s1698-115,s,Taxation,0
s2821-115,s,Armed forces and national security,0
s863-115,s,Taxation,0
s299-115,s,Economics and public finance,0
s3309-115,s,"Science, technology, communications",0
s897-115,s,Armed forces and national security,0
s1806-115,s,Education,0
s1208-115,s,Government operations and politics,0
s3103-115,s,Agriculture and food,0
s1654-115,s,Crime and law enforcement,0
s1466-115,s,Armed forces and national security,0
s3331-115,s,Public lands and natural resources,0
s1002-115,s,Finance and financial sector,0
s2687-115,s,Taxation,0
s3755-115,s,,0
s3567-115,s,Immigration,0
s1230-115,s,Public lands and natural resources,0
s2673-115,s,Congress,0
s403-115,s,Taxation,0
s2441-115,s,Public lands and natural resources,0
s3593-115,s,Labor and employment,0
s631-115,s,Transportation and public works,0
s2025-115,s,Social welfare,0
s255-115,s,Government operations and politics,0
s2819-115,s,Armed forces and national security,0
s1492-115,s,Native Americans,0
s2217-115,s,"Science, technology, communications",0
s3558-115,s,Immigration,0
s1801-115,s,Education,0
s890-115,s,Armed forces and national security,0
s1459-115,s,Public lands and natural resources,0
s2228-115,s,Education,0
s864-115,s,International affairs,0
s2826-115,s,Foreign trade and international finance,0
s1069-115,s,Health,0
s1855-115,s,Native Americans,0
s2886-115,s,Energy,0
s3168-115,s,Water resources development,0
s2288-115,s,Armed forces and national security,0
s2872-115,s,Congress,0
s830-115,s,Health,0
s468-115,s,Public lands and natural resources,0
s2618-115,s,Education,0
s3365-115,s,Taxation,0
s1432-115,s,Transportation and public works,0
s1600-115,s,Social welfare,0
s3157-115,s,"Science, technology, communications",0
s2085-115,s,Agriculture and food,0
s1264-115,s,Finance and financial sector,0
s691-115,s,Native Americans,0
s3533-115,s,Public lands and natural resources,0
s3701-115,s,Health,0
s1056-115,s,Commerce,0
s1290-115,s,Social welfare,0
s665-115,s,Energy,0
s2415-115,s,Health,0
s457-115,s,Education,0
s2627-115,s,Crime and law enforcement,0
s3391-115,s,Education,0
s2243-115,s,Agriculture and food,0
s201-115,s,Taxation,0
s2071-115,s,Immigration,0
s837-115,s,Public lands and natural resources,0
s239-115,s,Energy,0
s2875-115,s,Health,0
s2049-115,s,Agriculture and food,0
s2881-115,s,Armed forces and national security,0
s1638-115,s,Housing and community development,0
s1852-115,s,Immigration,0
s3739-115,s,Public lands and natural resources,0
s206-115,s,Education,0
s2076-115,s,Health,0
s3396-115,s,Families,0
s2244-115,s,Transportation and public works,0
s808-115,s,Health,0
s450-115,s,Armed forces and national security,0
s2620-115,s,"Science, technology, communications",0
s1899-115,s,Health,0
s1297-115,s,Armed forces and national security,0
s662-115,s,Crime and law enforcement,0
s2412-115,s,International affairs,0
s3706-115,s,Emergency management,0
s1051-115,s,International affairs,0
s1263-115,s,Energy,0
s696-115,s,Government operations and politics,0
s3534-115,s,Public lands and natural resources,0
s1607-115,s,Transportation and public works,0
s3150-115,s,Government operations and politics,0
s2082-115,s,Immigration,0
s3362-115,s,,0
s1435-115,s,Crime and law enforcement,0
s801-115,s,Labor and employment,0
s2843-115,s,Health,0
s459-115,s,Government operations and politics,0
s2629-115,s,Government operations and politics,0
s1890-115,s,Health,0
s1058-115,s,Finance and financial sector,0
