bill_id,titles_text,enacted_as
s1957-115,"A bill to amend the Energy Policy and Conservation Act to require the Secretary of Energy to establish a gasoline supply reserve in the State of Florida, and for other purposes.Florida Gasoline Supply Reserve Act",0
s1359-115,"A bill to amend the John F. Kennedy Center Act to authorize appropriations for the John F. Kennedy Center for the Performing Arts, and for other purposes.John F. Kennedy Center Reauthorization Act of 2017",0
s13-115,A bill to amend the Internal Revenue Code of 1986 to prevent high net worth individuals from receiving tax windfalls for entering government service.No Windfalls for Government Service Act,0
s2521-115,A bill to authorize the issuance of extreme risk protection orders.Federal Extreme Risk Protection Order Act of 2018,0
s751-115,"A bill to amend title 54, United States Code, to establish, fund, and provide for the use of amounts in a National Park Service Legacy Restoration Fund to address the maintenance backlog of the National Park Service, and for other purposes.National Park Service Legacy Act of 2017",0
s2713-115,A bill to limit the level of premium subsidy provided by the Federal Crop Insurance Corporation to agricultural producers.,0
s563-115,"A bill to amend the Flood Disaster Protection Act of 1973 to require that certain buildings and personal property be covered by flood insurance, and for other purposes.Flood Insurance Market Parity and Modernization Act",0
s1196-115,"A bill to expand the capacity and capability of the ballistic missile defense system of the United States, and for other purposes.Advancing America's Missile Defense Act of 2017",0
s2377-115,"A bill to designate the Federal building and United States courthouse located at 200 West 2nd Street in Dayton, Ohio, as the ""Walter H. Rice Federal Building and United States Courthouse"".",1
s107-115,A bill to prohibit voluntary or assessed contributions to the United Nations until the President certifies to Congress that United Nations Security Council Resolution 2334 has been repealed.Safeguard Israel Act of 2017,0
s3097-115,"A bill to direct the Secretary of the Treasury to report on tax compliance with respect to non-employer business income, and for other purposes.",0
s2145-115,A bill to prohibit the United States Government from barring refugees from entering the United States based on their country of origin.No Ban on Refugees Act,0
s335-115,A bill to achieve domestic energy independence by empowering States to control the development and production of all forms of energy on all available Federal land.Federal Land Freedom Act of 2017,0
s2979-115,"A bill to rescind certain budget authority proposed to be rescinded in special messages transmitted to the Congress by the President on May 8, 2018, in accordance with title X of the Congressional Budget and Impoundment Control Act 1974.Spending Cuts to Expired and Unnecessary Programs Act",0
s3251-115,"A bill to require executive agencies to consider rental in any analysis for equipment acquisition, and for other purposes.Federal Acquisition Savings Act of 2018",0
s2383-115,"A bill to amend title 18, United States Code, to improve law enforcement access to data stored across borders, and for other purposes.Clarifying Lawful Overseas Use of Data Act",0
s1506-115,"A bill to improve the handling of instances of sexual harassment, dating violence, domestic violence, sexual assault, and stalking at the United States Merchant Marine Academy, and for other purposes.Merchant Marine Academy Improvement Act of 2017",0
s1734-115,"A bill to improve the regulatory process, and for other purposes.Regulatory Improvement and Transparency Act of 2017",0
s3063-115,A bill to delay the reimposition of the annual fee on health insurance providers until after 2020.Health Insurance Tax Relief Act of 2018,0
s1350-115,"A bill to amend the National Labor Relations Act with respect to the timing of elections and pre-election hearings and the identification of pre-election issues, and to require that lists of employees eligible to vote in organizing elections be provided to the National Labor Relations Board.Workforce Democracy and Fairness Act",0
s3407-115,A bill to offset retaliatory duties against the United States by establishing a fund to promote the exports of United States agricultural commodities and products.Agricultural Export Promotion Act of 2018,0
s3635-115,A bill to reauthorize the Second Chance Act of 2007.Second Chance Reauthorization Act of 2018,0
s597-115,"A bill to increase Federal Pell Grants for the children of fallen public safety officers, and for other purposes.Children of Fallen Heroes Scholarship Act",0
s1162-115,"A bill to amend the Higher Education Act of 1965 to provide for the refinancing of certain Federal student loans, and for other purposes.Bank on Students Emergency Loan Refinancing Act",0
s2946-115,"A bill to amend title 18, United States Code, to clarify the meaning of the terms ""act of war"" and ""blocked asset"", and for other purposes.Anti-Terrorism Clarification Act of 2018",1
s2348-115,"A bill to amend title 49, United States Code, to ensure reliable air service to American Samoa.",0
s904-115,"A bill to amend the Homeland Security Act of 2002 to authorize the National Computer Forensics Institute, and for other purposes.Strengthening State and Local Cyber Crime Fighting Act of 2017",0
s138-115,"A bill to impose sanctions on persons that threaten the peace or stability of Iraq or the Government of Iraq and to address the emergency in Syria, and for other purposes.Preventing Destabilization of Iraq and Syria Act of 2017",0
s1995-115,"A bill to amend the Small Business Investment Act of 1958 to improve the number of small business investment companies in underlicensed States, and for other purposes.Spurring Business in Communities Act of 2018",0
s1961-115,"A bill to amend the Small Business Act to temporarily reauthorize certain pilot programs under the Small Business Innovation Research Program and the Small Business Technology Transfer Program, and for other purposes.SBIR and STTR Oversight and Pilot Program Extension Act of 2017",0
s3438-115,"A bill to require the Director of the Government Publishing Office to establish and maintain a website accessible to the public that allows the public to obtain electronic copies of all congressionally mandated reports in one place, and for other purposes.Access to Congressionally Mandated Reports Act",0
s1539-115,A bill to protect victims of stalking from gun violence.Protecting Domestic Violence and Stalking Victims Act of 2017,0
s3632-115,A bill to provide that the special service obligations of a licensee under section 331(a) of the Communications Act of 1934 shall continue to apply even if the licensee changes from a very high frequency station to an ultra high frequency station.Section 331 Obligation Clarification Act,0
s590-115,"A bill to authorize the Secretary of Agriculture to maintain or replace certain facilities and structures for commercial recreation services at Smith Gulch in Idaho, and for other purposes.",0
s1959-115,"A bill to designate certain Federal land in the State of California as wilderness, and for other purposes.Central Coast Heritage Protection Act",0
s1165-115,"A bill to designate the medical center of the Department of Veterans Affairs in Huntington, West Virginia, as the Hershel ""Woody"" Williams VA Medical Center.",0
s1357-115,A bill to amend title XIX of the Social Security Act to provide a standard definition of therapeutic family care services in Medicaid.Family-Based Care Services Act,0
s3400-115,"A bill to address the threat to national security from illegal, unreported, and unregulated fishing and associated illegal activity, to prevent the illegal trade of seafood and seafood products, and for other purposes.Maritime SAFE Act",0
s1733-115,"A bill to require the Secretary of Transportation to revise regulations relating to oversold flights to prohibit the forcible removal of passengers from such flights, and for other purposes.Customers Not Cargo Act of 2017",0
s3064-115,"A bill to amend the National Labor Relations Act, the Labor Management Relations Act, 1947, and the Labor-Management Reporting and Disclosure Act, 1959, and for other purposes.Workers' Freedom to Negotiate Act of 2018",0
s3256-115,"A bill to support businesses in Puerto Rico, extend child tax credits for families in Puerto Rico, and for other purposes.Puerto Rico Economic Empowerment Act of 2018",0
s2384-115,"A bill to amend the National Agricultural Research, Extension, and Teaching Policy Act of 1977 to make funding available to 1890 institutions without fiscal year limitation.Carryover Equity Act of 2018",0
s1501-115,A bill to amend the Carl D. Perkins Career and Technical Education Act of 2006 to support maker education and makerspaces.21st Century Strengthening Hands On Programs that Cultivate Learning Approaches for Successful Students Act,0
s3090-115,"A bill to amend the National Voter Registration Act of 1993 to clarify that a State may not use an individual's failure to vote as the basis for initiating the procedures provided under such Act for the removal of the individual from the official list of registered voters in the State on the grounds that the individual has changed residence, and for other purposes.Save Voters Act",0
s2142-115,"A bill to amend the Energy Policy and Conservation Act to establish the CHP Technical Assistance Partnership Program, and for other purposes.CHP Support Act",0
s332-115,"A bill to restrict funding for the Preparatory Commission for the Comprehensive Nuclear-Test-Ban Treaty Organization, and for other purposes.",0
s2370-115,"A bill to better support our early childhood educators and elementary school and secondary school teachers, and for other purposes.STRIVE Act",0
s100-115,"A bill to modify the boundary of the Shiloh National Military Park located in the States of Tennessee and Mississippi, to establish the Parker's Crossroads Battlefield as an affiliated area of the National Park System, and for other purposes.Shiloh National Military Park Boundary Adjustment and Parker's Crossroads Battlefield Designation Act",0
s2714-115,"A bill to award a Congressional Gold Medal to Don and Deyon Stephens, Founders of Mercy Ships, in recognition of nearly 40 years of service as the leaders of a humanitarian relief organization that exemplifies the compassionate character of America.",0
s564-115,"A bill to repeal debt collection amendments made by the Bipartisan Budget Act of 2015, and for other purposes.HANGUP Act",0
s1191-115,"A bill to amend title XVIII of the Social Security Act to refine how Medicare pays for orthotics and prosthetics and to improve beneficiary experience and outcomes with orthotic and prosthetic care, and for other purposes.Medicare Orthotics and Prosthetics Improvement Act of 2017",0
s14-115,"A bill to provide that Members of Congress may not receive pay after October 1 of any fiscal year in which Congress has not approved a concurrent resolution on the budget and passed the regular appropriations bills.No Budget, No Pay Act",0
s2526-115,"A bill to amend the Internal Revenue Code of 1986 to encourage retirement savings, and for other purposes.Retirement Enhancement and Savings Act of 2018",0
s756-115,"A bill to reauthorize and amend the Marine Debris Act to promote international action to reduce marine debris, and for other purposes.First Step Act of 2018",0
s3269-115,"A bill to establish the Department of Veterans Affairs Advisory Committee on Tribal and Indian Affairs, and for other purposes.Department of Veterans Affairs Tribal Advisory Committee Act of 2018",0
s2189-115,"A bill to require the Secretary of the Treasury to mint coins in commemoration of the 400th anniversary of the landing of the Mayflower and settlement of Plymouth Colony, the signing of the Mayflower Compact near Provincetown, and the role of the indigenous Wampanoag Tribes in the realization of the settlement.Plymouth 400th Anniversary Commemorative Coin Act of 2017",0
s1368-115,"A bill to reauthorize the National Flood Insurance Program, and for other purposes.Sustainable, Affordable, Fair, and Efficient (SAFE) National Flood Insurance Program Reauthorization Act of 2017",0
s1966-115,"A bill to amend the Food Security Act of 1985 to modify the regional conservation partnership program, and for other purposes.Regional Conservation Partnership Program Improvement Act of 2017",0
s2519-115,"A bill to amend the Clean Air Act to reform the renewable fuel program under that Act, and for other purposes.GREENER Fuels Act",0
s769-115,A bill to amend title XVIII of the Social Security Act to align physician supervision requirements under the Medicare program for radiology services performed by advanced level radiographers with State requirements.Medicare Access to Radiology Care Act of 2017,0
s1992-115,"A bill to amend title 18, United States Code, to require federally licensed firearms importers, manufacturers, and dealers to meet certain requirements with respect to securing their firearms inventory, business records, and business premises.Safety Enhancements for Communities Using Reasonable and Effective Firearm Storage Act",0
s903-115,A bill to amend the Caregivers and Veterans Omnibus Health Services Act of 2010 to extend and expand the pilot program on the use of community-based organizations and local and State government entities to ensure that veterans receive care and benefits for which they are eligible and for other purposes.,0
s2941-115,"A bill to improve the Cooperative Observer Program of the National Weather Service, and for other purposes.Strengthening the Cooperative Observer Program Act of 2018",0
s1758-115,"A bill to amend the Fair Credit Reporting Act to provide requirements for landlords and consumer reporting agencies relating to housing court records, and for other purposes.Tenant Protection Act",0
s3659-115,"A bill to authorize the Secretary of the Interior to annually designate at least one city in the United States as an ""American World War II Heritage City"", and for other purposes.",0
s1932-115,A bill to amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to provide for certain wildfire mitigation assistance.Wildfire Mitigation Assistance Act,0
s359-115,"A bill to amend the Internal Revenue Code of 1986 to provide a reduced excise tax rate for portable, electronically-aerated bait containers.Fishing Equipment Tax Relief Act of 2017",0
s2915-115,"A bill to protect alien victims of crime or serious labor or employment violations from removal from the United States, and for other purposes.POWER Act",0
s2129-115,"A bill to amend title 10, United States Code, to establish a punitive article in the Uniform Code of Military Justice on domestic violence, and for other purposes.Military Domestic Violence Reporting Enhancement Act",0
s957-115,"A bill to amend title 10, United States Code, to ensure that women members of the Armed Forces and their families have access to the contraception they need in order to promote the health and readiness of all members of the Armed Forces, and for other purposes.Access to Contraception for Women Servicemembers and Dependents Act of 2017",0
s2586-115,"A bill to amend the Federal Water Pollution Control Act to increase the ability of a State to administer a permit program under that Act, and for other purposes.",0
s3454-115,A bill to prohibit Members of Congress from lobbying after leaving Congress.Congressional Revolving Door Ban Act,0
s1303-115,"A bill to prohibit discrimination in adoption or foster care placements based on the sexual orientation, gender identity, or marital status of any prospective adoptive or foster parent, or the sexual orientation or gender identity of the child involved.Every Child Deserves a Family Act",0
s1131-115,"A bill to require reporting regarding certain drug price increases, and for other purposes.Fair Accountability and Innovative Research Drug Pricing Act of 2017",0
s3666-115,A bill to enhance pre- and post-adoptive support services.Supporting Adoptive Families Act,0
s1555-115,"A bill to amend title 38, United States Code, to improve the administration of Post-9/11 Educational Assistance by the Department of Veterans Affairs, and for other purposes.Veterans Education Experience Improvement Act of 2017",0
s3202-115,"A bill to limit claims under Federal law seeking judicial review of any environmental impact statement, environmental review, or authorization for the Lower Bois d'Arc Creek Reservoir Project in Fannin County, Texas, and for other purposes.North Texas Water Supply Security Act of 2018",0
s392-115,"A bill to establish the 400 Years of African-American History Commission, and for other purposes.400 Years of African-American History Commission Act",0
s3030-115,A bill to allow tribal grant schools to participate in the Federal Employee Health Benefits program.Tribal School Federal Insurance Parity Act,0
s1767-115,"A bill to reauthorize the farm to school program, and for other purposes.Farm to School Act of 2017",0
s154-115,A bill to amend the Small Business Act to ensure small businesses affected by the onset of transmissible diseases are eligible for disaster relief.Small Business Relief From Disease Induced Economic Hardship Act of 2017,0
s2324-115,"A bill to amend the Investment Company Act of 1940 to change certain requirements relating to the capital structure of business development companies, to direct the Securities and Exchange Commission to revise certain rules relating to business development companies, and for other purposes.Small Business Credit Availability Act",0
s968-115,"A bill to amend the Public Health Service Act to designate certain medical facilities of the Department of Veterans Affairs as health professional shortage areas, and for other purposes.Veterans Access to Care Act",0
s366-115,"A bill to require the Federal financial institutions regulatory agencies to take risk profiles and business models of institutions into account when taking regulatory actions, and for other purposes.TAILOR Act of 2017",0
s2116-115,A bill to amend the Federal Deposit Insurance Act to increase the asset threshold with respect to the on-site examination of certain insured depository institutions.Community Lender Exam Act,0
s1793-115,"A bill to amend the Internal Revenue Code of 1986 to enhance taxpayer rights, and for other purposes.Taxpayer Bill of Rights Enhancement Act of 2017",0
s702-115,"A bill to amend the National Labor Relations Act and the Labor Management Relations Act, 1947 to deter labor slowdowns at ports of the United States, and for other purposes.PLUS Act",0
s2572-115,A bill to amend the Elementary and Secondary Education Act of 1965 to address and take action to prevent bullying and harassment of students.Safe Schools Improvement Act of 2018,0
s40-115,A bill to amend the Internal Revenue Code of 1986 to repeal the excise tax on high cost employer-sponsored health coverage.Middle Class Health Benefits Tax Repeal Act of 2017,0
s530-115,"A bill to amend title 38, United States Code, to authorize the Secretary of Veterans Affairs to disclose to non-Department of Veterans Affairs health care providers certain medical records of veterans who receive health care from such providers.Vet Connect Act of 2017",0
s2740-115,"A bill to authorize the National Oceanic and Atmospheric Administration to establish a Climate Change Education Program, and for other purposes.Climate Change Education Act",0
s3692-115,"A bill to amend part A of title IV of the Social Security Act, and for other purposes.Jobs and Opportunity with Benefits and Services for Success Act",0
s950-115,A bill to correct problems pertaining to human resources for career and volunteer personnel engaged in wildland fire and structure fire.Wildland Firefighter Fairness Act,0
s1599-115,"A bill to require the Secretary of Labor to award grants for promoting industry or sector partnerships to encourage industry growth and competitiveness and to improve worker training, retention, and advancement.Building U.S. Infrastructure by Leveraging Demands for Skills",0
s2912-115,"A bill to require the Secretary of Health and Human Services to publish data related to the prevalence of substance use disorders in the Medicaid beneficiary population and the treatment of substance use disorders under Medicaid, and for other purposes.Opioid Addiction Treatment Programs Enhancement Act",0
s78-115,"A bill to provide for reimbursement for the use of modern travel services by Federal employees traveling on official Government business, and for other purposes.Modernizing Government Travel Act",0
s3498-115,A bill to designate Federal election day as a public holiday.Democracy Day Act of 2018,0
s508-115,"A bill to provide for the conveyance of certain Federal land in the State of Oregon, and for other purposes.Western Oregon Tribal Fairness Act",0
s2778-115,"A bill to amend the Endangered Species Act of 1973 to include a prohibition on the listing of a living nonnative species as a threatened species or an endangered species, and for other purposes.SAVES Act",0
s1109-115,"A bill to amend title VIII of the Public Health Service Act to extend advanced education nursing grants to support clinical nurse specialist programs, and for other purposes.Title VIII Nursing Workforce Reauthorization Act of 2017",0
s1935-115,"A bill to amend the Internal Revenue Code of 1986 to treat Indian tribal governments in the same manner as State governments for certain Federal tax purposes, and for other purposes.Tribal Tax and Investment Reform Act of 2017",0
s198-115,"A bill to require continued and enhanced annual reporting to Congress in the Annual Report on International Religious Freedom on anti-Semitic incidents in Europe, the safety and security of European Jewish communities, and the efforts of the United States to partner with European governments, the European Union, and civil society groups, to combat anti-Semitism, and for other purposes.Combating European Anti-Semitism Act of 2017",0
s3008-115,"A bill to direct the Secretary of Health and Human Services to conduct a study and submit to Congress a report containing recommendation on how to improve the use of non-opioid treatments for acute and chronic pain management for individuals entitled to benefits under part A or enrolled under part B of the Medicare program, and for other purposes.Dr. Todd Graham Pain Management Improvement Act of 2018",0
s537-115,A bill to amend title 9 of the United States Code with respect to arbitration.Arbitration Fairness Act of 2017,0
s2747-115,"A bill to provide for the study and evaluation of net metering, and for other purposes.National Evaluation of Techniques for Making Energy Technologies More Efficient and Resilient Act of 2018",0
s3695-115,"A bill to promote international exchanges on best election practices, cultivate more secure democratic institutions around the world, and for other purposes.Global Electoral Exchange Act",0
s705-115,"A bill to amend the National Child Protection Act of 1993 to establish a voluntary national criminal history background check system and criminal history review program for certain individuals who, related to their employment, have access to children, the elderly, or individuals with disabilities, and for other purposes.Child Protection Improvements Act of 2017",0
s2575-115,"A bill to amend title XVIII of the Social Security Act to provide for treatment of audiologists as physicians for purposes of furnishing audiology services under the Medicare program, to improve access to the audiology services available for coverage under the Medicare program and to enable beneficiaries to have their choice of a qualified audiologist to provide such services, and for other purposes.Audiology Patient Choice Act of 2018",0
s47-115,"A bill to prevent proposed regulations relating to restrictions on liquidation of an interest with respect to estate, gift, and generation-skipping transfer taxes from taking effect.Protect Family Farms and Businesses Act",0
s361-115,"A bill to amend section 349 of the Immigration and Nationality Act to deem specific activities in support of terrorism as renunciation of United States nationality, and for other purposes.Expatriate Terrorist Act",0
s2111-115,"A bill to amend title 38, United States Code, to modify the treatment of applications for projects to construct new State homes, and for other purposes.Veteran State Home Grant Backlog Reduction Act of 2017",0
s1794-115,"A bill to prohibit the Environmental Protection Agency from proposing, finalizing, or disseminating regulations or assessments based upon science that is not transparent or reproducible.HONEST Act",0
s153-115,A bill to ensure reliable observation of hurricanes.Ensuring the Reliability of Our Hurricane Hunter Aircraft Act,0
s2323-115,"A bill making continuing appropriations for veterans benefits and services in the event of a Government shutdown, and for other purposes.",0
s395-115,"A bill to amend title 18, United States Code, to specify the circumstances in which a person may acquire geolocation information and for other purposes.Geolocational Privacy and Surveillance Act",0
s3037-115,"A bill to require the National Institute of Standards and Technology to establish a premise plumbing research laboratory, and for other purposes.NIST Plumbing Research Act of 2018",0
s1760-115,A bill for the relief of Marco Antonio Reyes.,0
s1552-115,"A bill to amend the Internal Revenue Code of 1986 to allow individuals to designate that up to 10 percent of their income tax liability be used to reduce the national debt, and to require spending reductions equal to the amounts so designated.Debt Buy-Down Act",0
s3205-115,"A bill to amend the Truth in Lending Act and the Higher Education Act of 1965 to require certain creditors to obtain certifications from institutions of higher education, and for other purposes.Know Before You Owe Private Education Loan Act of 2018",0
s1136-115,"A bill to improve the structure of the Federal Pell Grant program, and for other purposes.Pell Grant Preservation and Expansion Act",0
s3661-115,A bill to provide for a program of the Department of Defense to commemorate the 75th anniversary of World War II.75th Anniversary of World War II Commemoration Act,0
s2581-115,"A bill to amend title 5, United States Code, to provide for a 2-year prohibition on employment in a career civil service position for any former political appointee, and for other purposes.Political Appointee Burrowing Prevention Act",0
s3453-115,"A bill to amend the Congressional Accountability Act of 1995 to provide for public disclosure and reimbursement of payments for awards and settlements, and for other purposes.Congressional Workplace Misconduct Accountability Act",0
s1304-115,"A bill to amend part B of title XVIII of the Social Security Act to exclude customary prompt pay discounts from manufacturers to wholesalers from the average sales price for drugs and biologicals under Medicare, and for other purposes.",0
s966-115,"A bill to establish a program to accurately document vehicles that were significant in the history of the United States, and for other purposes.National Historic Vehicle Register Act of 2017",0
s2924-115,A bill to encourage the use of family-focused residential treatment programs for substance use disorder treatment.Supporting Family-Focused Residential Treatment Act,0
s368-115,A bill to require the Director of the United States Fish and Wildlife Service to issue a scientifically valid and State-supported recovery plan for the Mexican gray wolf.Mexican Gray Wolf Recovery Plan Act,0
s2118-115,A bill for the relief of Melecio Andazola-Morales.,0
s992-115,"A bill to direct the Secretary of Veterans Affairs to conduct an independent review of the deaths of certain veterans by suicide, and for other purposes.Veteran Overmedication Prevention Act of 2017",0
s3802-115,"A bill to promote effective registered apprenticeships, for skills, credentials, and employment, and for other purposes.",0
s1769-115,"A bill to require a new or updated Federal website that is intended for use by the public to be mobile friendly, and for other purposes.Connected Government Act",0
s2588-115,"A bill to amend title 54, United States Code, to establish a program to allow States to assume certain Federal responsibilities under that title with respect to agency actions applicable to highway projects within the States, and for other purposes.",0
s1903-115,"A bill to assist communities affected by stranded nuclear waste, and for other purposes.Sensible, Timely Relief for America's Nuclear Districts' Economic Development Act of 2017",0
s3668-115,A bill to amend the Federal Trade Commission Act to eliminate the common carrier exemption for telecommunications companies.REAL PEACE Act of 2018,0
s357-115,"A bill to direct the Secretary of the Interior to convey certain public lands in San Bernardino County, California, to the San Bernardino Valley Water Conservation District, and to accept in return certain exchanged non-public lands, and for other purposes.Santa Ana River Wash Plan Land Exchange Act",0
s2127-115,"A bill to award a Congressional Gold Medal, collectively, to the United States merchant mariners of World War II, in recognition of their dedicated and vital service during World War II.Merchant Mariners of World War II Congressional Gold Medal Act of 2017",0
s165-115,"A bill to amend title 10, United States Code, to require an element in preseparation counseling for members of the Armed Forces on assistance and support services for caregivers of certain veterans through the Department of Veterans Affairs.Caregiver Program Information Dissemination Act of 2017",0
s959-115,"A bill to restore protections for Social Security, Railroad retirement, and Black Lung benefits from administrative offset.Protection of Social Security Benefits Restoration Act",0
s2315-115,"A bill to amend the Federal Food, Drug, and Cosmetic Act to clarify the regulatory framework with respect to certain nonprescription drugs that are marketed without an approved new drug application, and for other purposes.Over-the-Counter Drug Safety, Innovation, and Reform Act",0
s1590-115,"A bill to provide for youth jobs, and for other purposes.Employ Young Americans Now Act",0
s501-115,"A bill to amend the Wild and Scenic Rivers Act to designate certain segments of East Rosebud Creek in Carbon County, Montana, as components of the Wild and Scenic Rivers System.East Rosebud Wild and Scenic Rivers Act",0
s2771-115,"A bill to amend the Federal Water Pollution Control Act to require the Administrator of the Environmental Protection Agency to provide grants for the construction, refurbishing, and servicing of individual household decentralized wastewater systems to individuals with low or moderate income.Residential Decentralized Wastewater System Improvement Act",0
s71-115,A bill to amend the Internal Revenue Code of 1986 to temporarily allow expensing of certain costs of replanting citrus plants lost by reason of casualty.Emergency Citrus Disease Response Act,0
s733-115,"A bill to protect and enhance opportunities for recreational hunting, fishing, and shooting, and for other purposes.Sportsmen's Act",0
s3491-115,"A bill to require the Secretary of Transportation to carry out a pilot program to develop and provide to States and transportation planning organizations accessibility data sets, and for other purposes.COMMUTE Act",0
s2543-115,"A bill to amend part B of title IV of the Social Security Act to provide grants to develop and enhance, or to evaluate, kinship navigator programs, and for other purposes.Supporting Kinship Connections Act",0
s3657-115,A bill to reauthorize the Traumatic Brain Injury program.Traumatic Brain Injury Program Reauthorization Act of 2018,0
s2785-115,"A bill to designate foreign persons who improperly interfere in United States elections as inadmissible aliens, and for other purposes.Defending Elections against Trolls from Enemy Regimes Act",0
s1100-115,"A bill to amend title 46, United States Code, to authorize appropriations for the program to provide assistance for small shipyards and maritime communities through fiscal year 2020, and for other purposes.Small Shipyards and Maritime Communities Act",0
s85-115,A bill to amend the Internal Revenue Code of 1986 to repeal the amendments made by the Patient Protection and Affordable Care Act which disqualify expenses for over-the-counter drugs under health savings accounts and health flexible spending arrangements.Restoring Access to Medication Act of 2017,0
s1332-115,"A bill to establish the Great Lakes Aquatic Connectivity and Infrastructure Program, and for other purposes.Great Lakes Aquatic Connectivity and Infrastructure Program Act",0
s3465-115,A bill to amend title XVIII of the Social Security Act to cover screening computed tomography colonography as a colorectal cancer screening test under the Medicare program.CT Colonography Screening for Colorectal Cancer Act of 2018,0
s1756-115,"A bill to improve the processes by which environmental documents are prepared and permits and applications are processed and regulated by Federal departments and agencies, and for other purposes.Rebuild America Now Act",0
s3001-115,A bill to authorize the Secretary of the Interior to convey certain land and facilities of the Central Valley Project.Contra Costa Canal Transfer Act,0
s191-115,A bill to improve patient choice by allowing States to adopt market-based alternatives to the Affordable Care Act that increase access to affordable health insurance and reduce costs while ensuring important consumer protections and improving patient care.Patient Freedom Act of 2017,0
s3233-115,"A bill to impose sanctions with respect to persons responsible for violence and human rights abuses in Nicaragua, and for other purposes.Nicaragua Human Rights and Anticorruption Act of 2018",0
s1564-115,A bill to amend the Internal Revenue Code of 1986 to permit legally married same-sex couples to amend their filing status for returns outside the 3-year limitationRefund Equality Act of 2017,0
s1138-115,"A bill to rescind $500,000 a week from the Office of the Secretary of Education until the Secretary of Education reconsiders Upward Bound applications that were rejected due to arbitrary formatting issues.Department of Education Accountability Act",0
s1904-115,"A bill to promote the use of smart technologies and systems in communities, and for other purposes.Smart Cities and Communities Act of 2017",0
s3805-115,"A bill to amend title 18, United States Code, to prohibit certain fraudulent audiovisual records, and for other purposes.",0
s3039-115,A bill to provide funding for the development of a predictive analytics pilot program to help children and families who come to the attention of the child welfare system.Using Data To Help Protect Children and Families Act,0
s995-115,"A bill to provide for equitable compensation to the Spokane Tribe of Indians of the Spokane Reservation for the use of tribal land for the production of hydropower by the Grand Coulee Dam, and for other purposes.Spokane Tribe of Indians of the Spokane Reservation Equitable Compensation Act",0
s2923-115,A bill to support the development of evidence-based family-focused residential treatment programs.Building Capacity for Family-Focused Residential Treatment Act,0
s961-115,A bill to develop a database of projects that are proven or promising in terms of moving welfare recipients into work.Using Evidence to Move Welfare Recipients into Work Act,0
s539-115,"A bill to designate the area between the intersections of 16th Street, Northwest and Fuller Street, Northwest and 16th Street, Northwest and Euclid Street, Northwest in Washington, District of Columbia, as ""Oswaldo Paya Way"".",0
s2749-115,"A bill to provide for the reform and continuation of agricultural commodity programs of the Department of Agriculture through fiscal year 2023, and for other purposes.Agriculture Risk Coverage Improvement and Innovation Act of 2018",0
s49-115,"A bill to provide a leasing program within the Coastal Plain, and for other purposes.Alaska Oil and Gas Production Act",0
s196-115,"A bill to provide for a Public Health Emergency Fund, and for other purposes.Public Health Emergency Response and Accountability Act",0
s3234-115,"A bill to provide at-risk and disconnected youth with subsidized summer and year-round employment and to assist local community partnerships in improving high school graduation and youth employment rates, and for other purposes.Opening Doors for Youth Act of 2018",0
s1563-115,"A bill to authorize the Office of Fossil Energy to develop advanced separation technologies for the extraction and recovery of rare earth elements and minerals from coal and coal byproducts, and for other purposes.Rare Earth Element Advanced Coal Technologies Act",0
s1751-115,"A bill to modify the definitions of a mortgage originator, a high-cost mortgage, and a loan originator.Preserving Access to Manufactured Housing Act of 2017",0
s3006-115,A bill to require publication of the annual reports required under the Presidential Order on Buy American and Hire American.Keep Buying American Act of 2018,0
s82-115,"A bill to amend the Internal Revenue Code of 1986 to expand the denial of deduction for certain excessive employee remuneration, and for other purposes.Stop Subsidizing Multimillion Dollar Corporate Bonuses Act",0
s1335-115,"A bill to establish the Ste. Genevieve National Historic Site in the State of Missouri, and for other purposes.Ste. Genevieve National Historical Park Establishment Act",0
s3462-115,"A bill to amend title XIX of the Social Security Act to provide States with the option to provide medical assistance for substance use disorder treatment services to individuals between the ages of 21 and 64 with substance use disorders, and for other purposes.Improving Coverage for Substance Use Disorder Recovery Expansion Act",0
s3650-115,"A bill to amend the Securities Exchange Act of 1934 to revise the shareholder threshold for registration under that Act for issuers that receive support through certain Federal universal service support mechanisms, and for other purposes.ACCESS Rural America Act",0
s2782-115,"A bill to prohibit covenants not to compete and require employers to notify employees of such prohibition, and for other purposes.Workforce Mobility Act of 2018",0
s1107-115,"A bill to amend title 28, United States Code, to authorize the appointment of additional bankruptcy judges, and for other purposes.Bankruptcy Judgeship Act of 2017",0
s76-115,A bill to amend the Internal Revenue Code of 1986 to provide additional new markets tax credits for distressed coal communities.CORE Act,0
s734-115,A bill to extend a project of the Federal Energy Regulatory Commission involving the Cannonsville Dam.,0
s3496-115,A bill to direct the Secretary of Health and Human Services to conduct a study and submit a report on the effects of the inclusion of quality increases in the determination of blended benchmark amounts under part C of the Medicare program.Improving Seniors Access to Quality Benefits Act,0
s2544-115,"A bill to stop financial institution crime, require certain officers of companies to certify that they have conducted due diligence relating to criminal conduct or civil fraud, create accountability in deferred prosecution agreements, and for other purposes.Ending Too Big to Jail Act",0
s506-115,"A bill to require that the Federal Government procure from the private sector the goods and services necessary for the operations and management of certain Government agencies, and for other purposes.Freedom from Government Competition Act of 2017",0
